gt_instance_id,video,source_video,target_frame,decoded_target_frame,timestamp,decoded_timestamp,target_alignment_delta_ms,quality_group,class_id,class,gt_x1,gt_y1,gt_x2,gt_y2,raw_detected,raw_confidence,nearest_prev_detection_frame,nearest_prev_detection_offset,nearest_prev_detection_timestamp,nearest_prev_detection_confidence,nearest_next_detection_frame,nearest_next_detection_offset,nearest_next_detection_timestamp,nearest_next_detection_confidence,nearest_unambiguous_detection_distance,recoverable_pm1,recoverable_pm3,recoverable_pm5,ambiguous_pm1,ambiguous_pm3,ambiguous_pm5,notes
video2/v02_20-18_f00264_t08.80_moderate_blur/gt000,video2,Movie on 13-08-2026 at 20.18.mov,264,264,8.8,8.8,0.0,moderate_blur,56,chair,5.0,4.0,516.0,426.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00264_t08.80_moderate_blur/gt001,video2,Movie on 13-08-2026 at 20.18.mov,264,264,8.8,8.8,0.0,moderate_blur,60,dining table,259.0,28.0,638.0,178.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00264_t08.80_moderate_blur/gt002,video2,Movie on 13-08-2026 at 20.18.mov,264,264,8.8,8.8,0.0,moderate_blur,56,chair,483.0,90.0,630.0,330.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00340_t11.33_clear/gt000,video2,Movie on 13-08-2026 at 20.18.mov,340,340,11.333,11.333333,0.333,clear,56,chair,538.0,75.0,640.0,345.0,False,,336,-4,11.2,0.1729,,,,,4,False,False,True,False,False,False,
video2/v02_20-18_f00340_t11.33_clear/gt001,video2,Movie on 13-08-2026 at 20.18.mov,340,340,11.333,11.333333,0.333,clear,56,chair,1.0,1.0,217.0,294.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00340_t11.33_clear/gt002,video2,Movie on 13-08-2026 at 20.18.mov,340,340,11.333,11.333333,0.333,clear,56,chair,6.0,60.0,477.0,423.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00340_t11.33_clear/gt003,video2,Movie on 13-08-2026 at 20.18.mov,340,340,11.333,11.333333,0.333,clear,56,chair,366.0,49.0,537.0,304.0,False,,,,,,,,,,,False,False,False,False,False,True,ambiguous_offsets=-4;no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00340_t11.33_clear/gt004,video2,Movie on 13-08-2026 at 20.18.mov,340,340,11.333,11.333333,0.333,clear,60,dining table,144.0,9.0,621.0,63.0,False,,,,,,344,4,11.466667,0.187,4,False,False,True,False,False,False,
video2/v02_20-18_f00453_t15.10_severe_blur/gt000,video2,Movie on 13-08-2026 at 20.18.mov,453,453,15.1,15.1,0.0,severe_blur,56,chair,10.0,9.0,219.0,251.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00453_t15.10_severe_blur/gt001,video2,Movie on 13-08-2026 at 20.18.mov,453,453,15.1,15.1,0.0,severe_blur,56,chair,368.0,29.0,565.0,278.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00453_t15.10_severe_blur/gt002,video2,Movie on 13-08-2026 at 20.18.mov,453,453,15.1,15.1,0.0,severe_blur,56,chair,548.0,89.0,635.0,314.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00453_t15.10_severe_blur/gt003,video2,Movie on 13-08-2026 at 20.18.mov,453,453,15.1,15.1,0.0,severe_blur,60,dining table,180.0,8.0,637.0,152.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00567_t18.90_moderate_blur/gt000,video2,Movie on 13-08-2026 at 20.18.mov,567,567,18.9,18.9,0.0,moderate_blur,56,chair,1.0,2.0,39.0,340.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00567_t18.90_moderate_blur/gt001,video2,Movie on 13-08-2026 at 20.18.mov,567,567,18.9,18.9,0.0,moderate_blur,56,chair,7.0,97.0,204.0,417.0,True,0.2307,,,,,,,,,,False,False,False,False,False,False,raw_detected
video2/v02_20-18_f00567_t18.90_moderate_blur/gt002,video2,Movie on 13-08-2026 at 20.18.mov,567,567,18.9,18.9,0.0,moderate_blur,56,chair,38.0,103.0,192.0,149.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00567_t18.90_moderate_blur/gt003,video2,Movie on 13-08-2026 at 20.18.mov,567,567,18.9,18.9,0.0,moderate_blur,56,chair,320.0,172.0,528.0,406.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00567_t18.90_moderate_blur/gt004,video2,Movie on 13-08-2026 at 20.18.mov,567,567,18.9,18.9,0.0,moderate_blur,56,chair,312.0,194.0,509.0,417.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00567_t18.90_moderate_blur/gt005,video2,Movie on 13-08-2026 at 20.18.mov,567,567,18.9,18.9,0.0,moderate_blur,60,dining table,26.0,5.0,640.0,278.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00567_t18.90_moderate_blur/gt006,video2,Movie on 13-08-2026 at 20.18.mov,567,567,18.9,18.9,0.0,moderate_blur,60,dining table,165.0,112.0,305.0,426.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00680_t22.67_severe_blur/gt000,video2,Movie on 13-08-2026 at 20.18.mov,680,680,22.667,22.666667,-0.333,severe_blur,56,chair,251.0,51.0,544.0,392.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00680_t22.67_severe_blur/gt001,video2,Movie on 13-08-2026 at 20.18.mov,680,680,22.667,22.666667,-0.333,severe_blur,56,chair,232.0,250.0,640.0,426.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00680_t22.67_severe_blur/gt002,video2,Movie on 13-08-2026 at 20.18.mov,680,680,22.667,22.666667,-0.333,severe_blur,60,dining table,200.0,65.0,637.0,245.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00680_t22.67_severe_blur/gt003,video2,Movie on 13-08-2026 at 20.18.mov,680,680,22.667,22.666667,-0.333,severe_blur,60,dining table,191.0,69.0,259.0,424.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00718_t23.93_clear/gt000,video2,Movie on 13-08-2026 at 20.18.mov,718,718,23.933,23.933333,0.333,clear,56,chair,183.405,1.326,499.287,414.689,False,,717,-1,23.9,0.5105,719,1,23.966667,0.4058,1,True,True,True,False,False,False,
video2/v02_20-18_f00718_t23.93_clear/gt001,video2,Movie on 13-08-2026 at 20.18.mov,718,718,23.933,23.933333,0.333,clear,56,chair,258.469,2.312,496.772,310.08,False,,,,,,,,,,,False,False,False,True,True,True,ambiguous_offsets=-1|+1|-2;no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00794_t26.47_moderate_blur/gt000,video2,Movie on 13-08-2026 at 20.18.mov,794,794,26.467,26.466667,-0.333,moderate_blur,56,chair,223.09,0.889,637.738,349.85,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00794_t26.47_moderate_blur/gt001,video2,Movie on 13-08-2026 at 20.18.mov,794,794,26.467,26.466667,-0.333,moderate_blur,56,chair,220.117,2.175,391.888,346.413,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00794_t26.47_moderate_blur/gt002,video2,Movie on 13-08-2026 at 20.18.mov,794,794,26.467,26.466667,-0.333,moderate_blur,56,chair,324.235,17.422,638.776,414.003,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video2/v02_20-18_f00794_t26.47_moderate_blur/gt003,video2,Movie on 13-08-2026 at 20.18.mov,794,794,26.467,26.466667,-0.333,moderate_blur,56,chair,220.795,1.319,506.836,346.534,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00000_t00.00_clear/gt000,video3,Movie on 13-08-2026 at 20.20(1).mov,0,0,0.0,0.0,0.0,clear,0,person,508.0,65.0,640.0,422.0,True,0.8202,,,,,1,1,0.033333,0.807,1,False,False,False,False,False,False,raw_detected
video3/v03_20-20_f00000_t00.00_clear/gt001,video3,Movie on 13-08-2026 at 20.20(1).mov,0,0,0.0,0.0,0.0,clear,56,chair,1.0,3.0,284.0,415.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00000_t00.00_clear/gt002,video3,Movie on 13-08-2026 at 20.20(1).mov,0,0,0.0,0.0,0.0,clear,39,bottle,272.0,315.0,309.0,377.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00000_t00.00_clear/gt003,video3,Movie on 13-08-2026 at 20.20(1).mov,0,0,0.0,0.0,0.0,clear,0,person,526.0,116.0,593.0,247.0,True,0.1593,,,,,2,2,0.066667,0.261,2,False,False,False,False,False,False,raw_detected;ambiguous_offsets=+1|+2
video3/v03_20-20_f00000_t00.00_clear/gt004,video3,Movie on 13-08-2026 at 20.20(1).mov,0,0,0.0,0.0,0.0,clear,0,person,529.0,132.0,575.0,245.0,False,,,,,,,,,,,False,False,False,True,True,True,ambiguous_offsets=+1|+2|+3|+4|+5;no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00000_t00.00_clear/gt005,video3,Movie on 13-08-2026 at 20.20(1).mov,0,0,0.0,0.0,0.0,clear,0,person,521.0,135.0,567.0,242.0,False,,,,,,,,,,,False,False,False,True,True,True,ambiguous_offsets=+1|+2|+3|+4|+5;no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00000_t00.00_clear/gt006,video3,Movie on 13-08-2026 at 20.20(1).mov,0,0,0.0,0.0,0.0,clear,24,backpack,364.0,372.0,522.0,425.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00000_t00.00_clear/gt007,video3,Movie on 13-08-2026 at 20.20(1).mov,0,0,0.0,0.0,0.0,clear,0,person,593.0,71.0,639.0,301.0,False,,,,,,,,,,,False,False,False,True,True,True,ambiguous_offsets=+1|+2|+3|+4|+5;no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00000_t00.00_clear/gt008,video3,Movie on 13-08-2026 at 20.20(1).mov,0,0,0.0,0.0,0.0,clear,0,person,544.0,215.0,635.0,426.0,False,,,,,,,,,,,False,False,False,True,True,True,ambiguous_offsets=+1|+2|+3|+4|+5;no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00016_t00.53_clear/gt000,video3,Movie on 13-08-2026 at 20.20(1).mov,16,16,0.533,0.533333,0.333,clear,56,chair,1.0,3.0,176.0,254.0,False,,,,,,,,,,,False,False,False,False,False,True,ambiguous_offsets=+4;no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00016_t00.53_clear/gt001,video3,Movie on 13-08-2026 at 20.20(1).mov,16,16,0.533,0.533333,0.333,clear,56,chair,90.0,59.0,433.0,413.0,False,,,,,,21,5,0.7,0.2415,5,False,False,True,False,False,True,ambiguous_offsets=+4
video3/v03_20-20_f00016_t00.53_clear/gt002,video3,Movie on 13-08-2026 at 20.20(1).mov,16,16,0.533,0.533333,0.333,clear,56,chair,1.0,93.0,112.0,249.0,False,,,,,,,,,,,False,False,False,False,False,True,ambiguous_offsets=+4;no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00016_t00.53_clear/gt003,video3,Movie on 13-08-2026 at 20.20(1).mov,16,16,0.533,0.533333,0.333,clear,56,chair,1.0,94.0,98.0,150.0,False,,,,,,,,,,,False,False,False,False,False,True,ambiguous_offsets=+4;no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00016_t00.53_clear/gt004,video3,Movie on 13-08-2026 at 20.20(1).mov,16,16,0.533,0.533333,0.333,clear,56,chair,1.0,61.0,150.0,245.0,False,,,,,,,,,,,False,False,False,False,False,True,ambiguous_offsets=+4|+5;no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00016_t00.53_clear/gt005,video3,Movie on 13-08-2026 at 20.20(1).mov,16,16,0.533,0.533333,0.333,clear,56,chair,1.0,2.0,175.0,153.0,False,,,,,,,,,,,False,False,False,False,False,True,ambiguous_offsets=+4;no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00016_t00.53_clear/gt006,video3,Movie on 13-08-2026 at 20.20(1).mov,16,16,0.533,0.533333,0.333,clear,39,bottle,408.0,363.0,447.0,422.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00048_t01.60_moderate_blur/gt000,video3,Movie on 13-08-2026 at 20.20(1).mov,48,48,1.6,1.6,0.0,moderate_blur,24,backpack,172.0,265.0,339.0,397.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00048_t01.60_moderate_blur/gt001,video3,Movie on 13-08-2026 at 20.20(1).mov,48,48,1.6,1.6,0.0,moderate_blur,39,bottle,92.0,222.0,131.0,283.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00048_t01.60_moderate_blur/gt002,video3,Movie on 13-08-2026 at 20.20(1).mov,48,48,1.6,1.6,0.0,moderate_blur,0,person,392.0,5.0,525.0,125.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00048_t01.60_moderate_blur/gt003,video3,Movie on 13-08-2026 at 20.20(1).mov,48,48,1.6,1.6,0.0,moderate_blur,0,person,360.0,4.0,489.0,344.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00048_t01.60_moderate_blur/gt004,video3,Movie on 13-08-2026 at 20.20(1).mov,48,48,1.6,1.6,0.0,moderate_blur,56,chair,519.0,152.0,616.0,368.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00048_t01.60_moderate_blur/gt005,video3,Movie on 13-08-2026 at 20.20(1).mov,48,48,1.6,1.6,0.0,moderate_blur,56,chair,473.0,147.0,534.0,314.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00064_t02.13_clear/gt000,video3,Movie on 13-08-2026 at 20.20(1).mov,64,64,2.133,2.133333,0.333,clear,24,backpack,323.0,1.0,638.0,228.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00064_t02.13_clear/gt001,video3,Movie on 13-08-2026 at 20.20(1).mov,64,64,2.133,2.133333,0.333,clear,0,person,323.0,1.0,638.0,229.0,False,,,,,,66,2,2.2,0.1898,2,False,True,True,False,False,False,
video3/v03_20-20_f00064_t02.13_clear/gt002,video3,Movie on 13-08-2026 at 20.20(1).mov,64,64,2.133,2.133333,0.333,clear,56,chair,173.0,151.0,640.0,426.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00064_t02.13_clear/gt003,video3,Movie on 13-08-2026 at 20.20(1).mov,64,64,2.133,2.133333,0.333,clear,0,person,3.0,3.0,71.0,192.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00064_t02.13_clear/gt004,video3,Movie on 13-08-2026 at 20.20(1).mov,64,64,2.133,2.133333,0.333,clear,56,chair,103.0,9.0,218.0,207.0,False,,,,,,66,2,2.2,0.2514,2,False,True,True,False,False,False,
video3/v03_20-20_f00064_t02.13_clear/gt005,video3,Movie on 13-08-2026 at 20.20(1).mov,64,64,2.133,2.133333,0.333,clear,56,chair,76.0,7.0,129.0,183.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00064_t02.13_clear/gt006,video3,Movie on 13-08-2026 at 20.20(1).mov,64,64,2.133,2.133333,0.333,clear,60,dining table,140.0,12.0,368.0,157.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00080_t02.67_moderate_blur/gt000,video3,Movie on 13-08-2026 at 20.20(1).mov,80,80,2.667,2.666667,-0.333,moderate_blur,24,backpack,24.0,255.0,239.0,426.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00080_t02.67_moderate_blur/gt001,video3,Movie on 13-08-2026 at 20.20(1).mov,80,80,2.667,2.666667,-0.333,moderate_blur,56,chair,391.0,155.0,511.0,422.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00080_t02.67_moderate_blur/gt002,video3,Movie on 13-08-2026 at 20.20(1).mov,80,80,2.667,2.666667,-0.333,moderate_blur,56,chair,348.0,135.0,426.0,365.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00080_t02.67_moderate_blur/gt003,video3,Movie on 13-08-2026 at 20.20(1).mov,80,80,2.667,2.666667,-0.333,moderate_blur,0,person,267.0,4.0,433.0,138.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00080_t02.67_moderate_blur/gt004,video3,Movie on 13-08-2026 at 20.20(1).mov,80,80,2.667,2.666667,-0.333,moderate_blur,0,person,246.0,10.0,353.0,387.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00080_t02.67_moderate_blur/gt005,video3,Movie on 13-08-2026 at 20.20(1).mov,80,80,2.667,2.666667,-0.333,moderate_blur,60,dining table,374.0,128.0,640.0,353.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00097_t03.23_clear/gt000,video3,Movie on 13-08-2026 at 20.20(1).mov,97,97,3.233,3.233333,0.333,clear,0,person,531.0,103.0,640.0,419.0,True,0.6757,96,-1,3.2,0.7102,98,1,3.266667,0.2199,1,False,False,False,False,False,False,raw_detected;ambiguous_offsets=-1|+3|+4|+5
video3/v03_20-20_f00097_t03.23_clear/gt001,video3,Movie on 13-08-2026 at 20.20(1).mov,97,97,3.233,3.233333,0.333,clear,24,backpack,101.0,163.0,212.0,299.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00097_t03.23_clear/gt002,video3,Movie on 13-08-2026 at 20.20(1).mov,97,97,3.233,3.233333,0.333,clear,56,chair,1.0,3.0,204.0,416.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00097_t03.23_clear/gt003,video3,Movie on 13-08-2026 at 20.20(1).mov,97,97,3.233,3.233333,0.333,clear,0,person,538.0,126.0,613.0,262.0,True,0.2502,96,-1,3.2,0.2882,,,,,1,False,False,False,False,False,False,raw_detected;ambiguous_offsets=-1|+1|-2|+2|+3|+4|+5
video3/v03_20-20_f00097_t03.23_clear/gt004,video3,Movie on 13-08-2026 at 20.20(1).mov,97,97,3.233,3.233333,0.333,clear,0,person,537.0,148.0,599.0,261.0,False,,,,,,,,,,,False,False,False,True,True,True,ambiguous_offsets=-1|+2|+3|+4|+5;no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00097_t03.23_clear/gt005,video3,Movie on 13-08-2026 at 20.20(1).mov,97,97,3.233,3.233333,0.333,clear,39,bottle,244.0,342.0,288.0,413.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00113_t03.77_severe_blur/gt000,video3,Movie on 13-08-2026 at 20.20(1).mov,113,113,3.767,3.766667,-0.333,severe_blur,0,person,336.0,4.0,567.0,278.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00113_t03.77_severe_blur/gt001,video3,Movie on 13-08-2026 at 20.20(1).mov,113,113,3.767,3.766667,-0.333,severe_blur,0,person,321.0,91.0,476.0,401.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00113_t03.77_severe_blur/gt002,video3,Movie on 13-08-2026 at 20.20(1).mov,113,113,3.767,3.766667,-0.333,severe_blur,24,backpack,46.0,307.0,272.0,426.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00113_t03.77_severe_blur/gt003,video3,Movie on 13-08-2026 at 20.20(1).mov,113,113,3.767,3.766667,-0.333,severe_blur,39,bottle,3.0,247.0,41.0,324.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00113_t03.77_severe_blur/gt004,video3,Movie on 13-08-2026 at 20.20(1).mov,113,113,3.767,3.766667,-0.333,severe_blur,56,chair,499.0,225.0,616.0,422.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00113_t03.77_severe_blur/gt005,video3,Movie on 13-08-2026 at 20.20(1).mov,113,113,3.767,3.766667,-0.333,severe_blur,56,chair,460.0,220.0,540.0,373.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00145_t04.83_moderate_blur/gt000,video3,Movie on 13-08-2026 at 20.20(1).mov,145,145,4.833,4.833333,0.333,moderate_blur,0,person,392.0,5.0,614.0,226.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00145_t04.83_moderate_blur/gt001,video3,Movie on 13-08-2026 at 20.20(1).mov,145,145,4.833,4.833333,0.333,moderate_blur,0,person,352.0,115.0,531.0,426.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00145_t04.83_moderate_blur/gt002,video3,Movie on 13-08-2026 at 20.20(1).mov,145,145,4.833,4.833333,0.333,moderate_blur,56,chair,518.0,248.0,635.0,426.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00145_t04.83_moderate_blur/gt003,video3,Movie on 13-08-2026 at 20.20(1).mov,145,145,4.833,4.833333,0.333,moderate_blur,56,chair,464.0,249.0,556.0,407.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00145_t04.83_moderate_blur/gt004,video3,Movie on 13-08-2026 at 20.20(1).mov,145,145,4.833,4.833333,0.333,moderate_blur,24,backpack,50.0,367.0,200.0,426.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00161_t05.37_moderate_blur/gt000,video3,Movie on 13-08-2026 at 20.20(1).mov,161,161,5.367,5.366667,-0.333,moderate_blur,24,backpack,111.0,251.0,304.0,422.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00161_t05.37_moderate_blur/gt001,video3,Movie on 13-08-2026 at 20.20(1).mov,161,161,5.367,5.366667,-0.333,moderate_blur,56,chair,39.0,41.0,126.0,191.0,False,,160,-1,5.333333,0.2131,,,,,1,True,True,True,False,False,False,
video3/v03_20-20_f00161_t05.37_moderate_blur/gt002,video3,Movie on 13-08-2026 at 20.20(1).mov,161,161,5.367,5.366667,-0.333,moderate_blur,60,dining table,5.0,4.0,146.0,68.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00177_t05.90_moderate_blur/gt000,video3,Movie on 13-08-2026 at 20.20(1).mov,177,177,5.9,5.9,0.0,moderate_blur,0,person,347.0,4.0,639.0,360.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00177_t05.90_moderate_blur/gt001,video3,Movie on 13-08-2026 at 20.20(1).mov,177,177,5.9,5.9,0.0,moderate_blur,0,person,297.0,86.0,507.0,426.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00177_t05.90_moderate_blur/gt002,video3,Movie on 13-08-2026 at 20.20(1).mov,177,177,5.9,5.9,0.0,moderate_blur,56,chair,483.0,258.0,591.0,403.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00210_t07.00_severe_blur/gt000,video3,Movie on 13-08-2026 at 20.20(1).mov,210,210,7.0,7.0,0.0,severe_blur,0,person,20.0,3.0,265.0,375.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00210_t07.00_severe_blur/gt001,video3,Movie on 13-08-2026 at 20.20(1).mov,210,210,7.0,7.0,0.0,severe_blur,56,chair,261.0,116.0,436.0,415.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00210_t07.00_severe_blur/gt002,video3,Movie on 13-08-2026 at 20.20(1).mov,210,210,7.0,7.0,0.0,severe_blur,56,chair,176.0,70.0,289.0,312.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00210_t07.00_severe_blur/gt003,video3,Movie on 13-08-2026 at 20.20(1).mov,210,210,7.0,7.0,0.0,severe_blur,56,chair,204.0,73.0,639.0,416.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00210_t07.00_severe_blur/gt004,video3,Movie on 13-08-2026 at 20.20(1).mov,210,210,7.0,7.0,0.0,severe_blur,60,dining table,218.0,80.0,636.0,415.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video3/v03_20-20_f00242_t08.07_severe_blur/gt000,video3,Movie on 13-08-2026 at 20.20(1).mov,242,242,8.067,8.066667,-0.333,severe_blur,24,backpack,73.0,285.0,306.0,423.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
video4/v04_20-21_f00000_t00.00_clear/gt000,video4,Movie on 13-08-2026 at 20.21(1).mov,0,0,0.0,0.0,0.0,clear,0,person,225.0,1.0,347.0,176.0,True,0.8125,,,,,1,1,0.033333,0.7751,1,False,False,False,False,False,False,raw_detected;ambiguous_offsets=+5
video4/v04_20-21_f00000_t00.00_clear/gt001,video4,Movie on 13-08-2026 at 20.21(1).mov,0,0,0.0,0.0,0.0,clear,0,person,441.0,1.0,639.0,396.0,True,0.4138,,,,,1,1,0.033333,0.2314,1,False,False,False,False,False,False,raw_detected
video4/v04_20-21_f00000_t00.00_clear/gt002,video4,Movie on 13-08-2026 at 20.21(1).mov,0,0,0.0,0.0,0.0,clear,56,chair,532.0,286.0,640.0,421.0,False,,,,,,,,,,,False,False,False,False,False,False,no_unambiguous_nearby_detection_pm5
