method,frame_id,video,target_frame,timestamp,quality_group,detection_index,class_id,class,confidence,track_id,missed_frames_before_target,persisted,is_true_positive,is_false_positive,is_stale_persisted_fp,x1,y1,x2,y2,model,confidence_threshold
botsort_persist_5,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,0,0,person,0.8585,,0,False,True,False,False,284.914,2.401,437.986,214.55,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,1,0,person,0.2803,,0,False,True,False,False,477.833,25.418,639.744,419.743,yolov8n.pt,0.15
raw,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8806,,0,False,True,False,False,137.63,0.836,238.766,100.782,yolov8n.pt,0.15
raw,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,1,26,handbag,0.1861,,0,False,False,True,False,11.607,74.282,196.678,176.432,yolov8n.pt,0.15
raw,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,2,28,suitcase,0.174,,0,False,False,True,False,376.839,1.547,492.53,298.254,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8808,1,0,False,True,False,False,142.932,0.702,231.443,100.832,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8806,,0,False,True,False,False,137.63,0.836,238.766,100.782,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,1,26,handbag,0.1861,,0,False,False,True,False,11.607,74.282,196.678,176.432,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,2,28,suitcase,0.174,,0,False,False,True,False,376.839,1.547,492.53,298.254,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8806,,0,False,True,False,False,137.63,0.836,238.766,100.782,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,1,26,handbag,0.1861,,0,False,False,True,False,11.607,74.282,196.678,176.432,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,2,28,suitcase,0.174,,0,False,False,True,False,376.839,1.547,492.53,298.254,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8806,,0,False,True,False,False,137.63,0.836,238.766,100.782,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,1,26,handbag,0.1861,,0,False,False,True,False,11.607,74.282,196.678,176.432,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,2,28,suitcase,0.174,,0,False,False,True,False,376.839,1.547,492.53,298.254,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8808,1,0,False,True,False,False,137.638,1.068,238.423,101.373,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8806,,0,False,True,False,False,137.63,0.836,238.766,100.782,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,1,26,handbag,0.1861,,0,False,False,True,False,11.607,74.282,196.678,176.432,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,2,28,suitcase,0.174,,0,False,False,True,False,376.839,1.547,492.53,298.254,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8806,,0,False,True,False,False,137.63,0.836,238.766,100.782,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,1,26,handbag,0.1861,,0,False,False,True,False,11.607,74.282,196.678,176.432,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,2,28,suitcase,0.174,,0,False,False,True,False,376.839,1.547,492.53,298.254,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8806,,0,False,True,False,False,137.63,0.836,238.766,100.782,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,1,26,handbag,0.1861,,0,False,False,True,False,11.607,74.282,196.678,176.432,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,2,28,suitcase,0.174,,0,False,False,True,False,376.839,1.547,492.53,298.254,yolov8n.pt,0.15
raw,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.8419,,0,False,True,False,False,170.146,0.898,267.586,120.585,yolov8n.pt,0.15
raw,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,56,chair,0.4391,,0,False,True,False,False,272.081,2.032,440.538,118.044,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.8352,1,0,False,True,False,False,169.203,0.997,267.688,120.47,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,56,chair,0.347,16,0,False,True,False,False,272.655,2.045,438.114,119.563,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.8419,,0,False,True,False,False,170.146,0.898,267.586,120.585,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,56,chair,0.4391,,0,False,True,False,False,272.081,2.032,440.538,118.044,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.8419,,0,False,True,False,False,170.146,0.898,267.586,120.585,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,56,chair,0.4391,,0,False,True,False,False,272.081,2.032,440.538,118.044,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.8419,,0,False,True,False,False,170.146,0.898,267.586,120.585,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,56,chair,0.4391,,0,False,True,False,False,272.081,2.032,440.538,118.044,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,2,28,suitcase,0.1886,2,4,True,False,True,True,395.852,19.493,531.589,336.578,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.8352,1,0,False,True,False,False,170.141,1.124,267.365,120.47,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,56,chair,0.347,12,0,False,True,False,False,271.483,2.228,439.784,119.656,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.8419,,0,False,True,False,False,170.146,0.898,267.586,120.585,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,56,chair,0.4391,,0,False,True,False,False,272.081,2.032,440.538,118.044,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.8419,,0,False,True,False,False,170.146,0.898,267.586,120.585,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,56,chair,0.4391,,0,False,True,False,False,272.081,2.032,440.538,118.044,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.8419,,0,False,True,False,False,170.146,0.898,267.586,120.585,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,56,chair,0.4391,,0,False,True,False,False,272.081,2.032,440.538,118.044,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,2,28,suitcase,0.1886,9,4,True,False,True,True,399.802,23.29,535.06,339.401,yolov8n.pt,0.15
raw,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,0,0,person,0.4501,,0,False,True,False,False,301.51,1.418,463.209,227.61,yolov8n.pt,0.15
raw,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,1,0,person,0.194,,0,False,False,True,False,302.832,3.617,411.065,186.372,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,0,0,person,0.4836,31,0,False,True,False,False,321.345,1.425,442.794,223.465,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,0,0,person,0.4501,,0,False,True,False,False,301.51,1.418,463.209,227.61,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,1,0,person,0.194,,0,False,False,True,False,302.832,3.617,411.065,186.372,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,0,0,person,0.4501,,0,False,True,False,False,301.51,1.418,463.209,227.61,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,1,0,person,0.194,,0,False,False,True,False,302.832,3.617,411.065,186.372,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,0,0,person,0.4501,,0,False,True,False,False,301.51,1.418,463.209,227.61,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,1,0,person,0.194,,0,False,False,True,False,302.832,3.617,411.065,186.372,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,0,0,person,0.4836,25,0,False,True,False,False,300.879,0.423,461.008,222.477,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,0,0,person,0.4501,,0,False,True,False,False,301.51,1.418,463.209,227.61,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,1,0,person,0.194,,0,False,False,True,False,302.832,3.617,411.065,186.372,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,0,0,person,0.4501,,0,False,True,False,False,301.51,1.418,463.209,227.61,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,1,0,person,0.194,,0,False,False,True,False,302.832,3.617,411.065,186.372,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,0,0,person,0.4501,,0,False,True,False,False,301.51,1.418,463.209,227.61,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,1,0,person,0.194,,0,False,False,True,False,302.832,3.617,411.065,186.372,yolov8n.pt,0.15
raw,video4/v04_20-21_f00342_t11.40_severe_blur,video4,342,11.40,severe_blur,0,0,person,0.4117,,0,False,True,False,False,297.619,11.187,478.373,326.963,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00342_t11.40_severe_blur,video4,342,11.40,severe_blur,0,0,person,0.4117,,0,False,True,False,False,297.619,11.187,478.373,326.963,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00342_t11.40_severe_blur,video4,342,11.40,severe_blur,0,0,person,0.4117,,0,False,True,False,False,297.619,11.187,478.373,326.963,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00342_t11.40_severe_blur,video4,342,11.40,severe_blur,0,0,person,0.4117,,0,False,True,False,False,297.619,11.187,478.373,326.963,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00342_t11.40_severe_blur,video4,342,11.40,severe_blur,0,0,person,0.4117,,0,False,True,False,False,297.619,11.187,478.373,326.963,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00342_t11.40_severe_blur,video4,342,11.40,severe_blur,0,0,person,0.4117,,0,False,True,False,False,297.619,11.187,478.373,326.963,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00342_t11.40_severe_blur,video4,342,11.40,severe_blur,0,0,person,0.4117,,0,False,True,False,False,297.619,11.187,478.373,326.963,yolov8n.pt,0.15
raw,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,0,0,person,0.3336,,0,False,True,False,False,538.486,4.836,639.545,393.746,yolov8n.pt,0.15
raw,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,1,0,person,0.3239,,0,False,False,True,False,0.0,68.185,34.386,246.896,yolov8n.pt,0.15
raw,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,2,39,bottle,0.2027,,0,False,True,False,False,128.883,298.864,183.263,412.934,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,0,0,person,0.3336,,0,False,True,False,False,538.486,4.836,639.545,393.746,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,1,0,person,0.3239,,0,False,False,True,False,0.0,68.185,34.386,246.896,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,2,39,bottle,0.2027,,0,False,True,False,False,128.883,298.864,183.263,412.934,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,0,0,person,0.3336,,0,False,True,False,False,538.486,4.836,639.545,393.746,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,1,0,person,0.3239,,0,False,False,True,False,0.0,68.185,34.386,246.896,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,2,39,bottle,0.2027,,0,False,True,False,False,128.883,298.864,183.263,412.934,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,0,0,person,0.3336,,0,False,True,False,False,538.486,4.836,639.545,393.746,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,1,0,person,0.3239,,0,False,False,True,False,0.0,68.185,34.386,246.896,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,2,39,bottle,0.2027,,0,False,True,False,False,128.883,298.864,183.263,412.934,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,0,0,person,0.3336,,0,False,True,False,False,538.486,4.836,639.545,393.746,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,1,0,person,0.3239,,0,False,False,True,False,0.0,68.185,34.386,246.896,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,2,39,bottle,0.2027,,0,False,True,False,False,128.883,298.864,183.263,412.934,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,0,0,person,0.3336,,0,False,True,False,False,538.486,4.836,639.545,393.746,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,1,0,person,0.3239,,0,False,False,True,False,0.0,68.185,34.386,246.896,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,2,39,bottle,0.2027,,0,False,True,False,False,128.883,298.864,183.263,412.934,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,0,0,person,0.3336,,0,False,True,False,False,538.486,4.836,639.545,393.746,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,1,0,person,0.3239,,0,False,False,True,False,0.0,68.185,34.386,246.896,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00380_t12.67_moderate_blur,video4,380,12.67,moderate_blur,2,39,bottle,0.2027,,0,False,True,False,False,128.883,298.864,183.263,412.934,yolov8n.pt,0.15
raw,video4/v04_20-21_f00418_t13.93_moderate_blur,video4,418,13.93,moderate_blur,0,0,person,0.879,,0,False,True,False,False,206.793,1.079,431.057,331.316,yolov8n.pt,0.15
raw,video4/v04_20-21_f00418_t13.93_moderate_blur,video4,418,13.93,moderate_blur,1,56,chair,0.4586,,0,False,True,False,False,461.884,1.675,639.671,269.783,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00418_t13.93_moderate_blur,video4,418,13.93,moderate_blur,0,0,person,0.8685,44,0,False,True,False,False,199.662,1.077,429.526,332.378,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00418_t13.93_moderate_blur,video4,418,13.93,moderate_blur,0,0,person,0.879,,0,False,True,False,False,206.793,1.079,431.057,331.316,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00418_t13.93_moderate_blur,video4,418,13.93,moderate_blur,1,56,chair,0.4586,,0,False,True,False,False,461.884,1.675,639.671,269.783,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00418_t13.93_moderate_blur,video4,418,13.93,moderate_blur,0,0,person,0.879,,0,False,True,False,False,206.793,1.079,431.057,331.316,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00418_t13.93_moderate_blur,video4,418,13.93,moderate_blur,1,56,chair,0.4586,,0,False,True,False,False,461.884,1.675,639.671,269.783,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00418_t13.93_moderate_blur,video4,418,13.93,moderate_blur,0,0,person,0.879,,0,False,True,False,False,206.793,1.079,431.057,331.316,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00418_t13.93_moderate_blur,video4,418,13.93,moderate_blur,1,56,chair,0.4586,,0,False,True,False,False,461.884,1.675,639.671,269.783,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00418_t13.93_moderate_blur,video4,418,13.93,moderate_blur,0,0,person,0.8685,40,0,False,True,False,False,203.983,0.416,436.098,331.009,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00418_t13.93_moderate_blur,video4,418,13.93,moderate_blur,0,0,person,0.879,,0,False,True,False,False,206.793,1.079,431.057,331.316,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00418_t13.93_moderate_blur,video4,418,13.93,moderate_blur,1,56,chair,0.4586,,0,False,True,False,False,461.884,1.675,639.671,269.783,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00418_t13.93_moderate_blur,video4,418,13.93,moderate_blur,0,0,person,0.879,,0,False,True,False,False,206.793,1.079,431.057,331.316,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00418_t13.93_moderate_blur,video4,418,13.93,moderate_blur,1,56,chair,0.4586,,0,False,True,False,False,461.884,1.675,639.671,269.783,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00418_t13.93_moderate_blur,video4,418,13.93,moderate_blur,0,0,person,0.879,,0,False,True,False,False,206.793,1.079,431.057,331.316,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00418_t13.93_moderate_blur,video4,418,13.93,moderate_blur,1,56,chair,0.4586,,0,False,True,False,False,461.884,1.675,639.671,269.783,yolov8n.pt,0.15
bytetrack_persist_3,video6/v06_20-24_f00616_t20.53_moderate_blur,video6,616,20.53,moderate_blur,0,0,person,0.3239,19,2,True,False,True,True,249.151,5.165,640.0,418.626,yolov8n.pt,0.15
bytetrack_persist_5,video6/v06_20-24_f00616_t20.53_moderate_blur,video6,616,20.53,moderate_blur,0,0,person,0.3239,19,2,True,False,True,True,249.151,5.165,640.0,418.626,yolov8n.pt,0.15
